id,ref_id,agency,project_name,project_overview,category,release_type,download_link,github_repo,notes,date_extracted
57f88490ab4c74d402dc1eba,NPO-45908-1,JPL,MSLICE - Science Activity Planner for MSL,"MSLICE has been tasked to fulfill a challenging set of requirements. To meet these requirements, MSLICE delivers a rich feature set which includes but is not limited to:1) Simple, intuitive, and powerful search capability. For any given mission there is a huge amount of data and associated metadata that is generated. Quickly and easily sifting through all the data to find the interesting products requires a powerful tool with an intuitive interface. MSLICE provides such an interface in much the same way that the major Internet search engines provide a tool for searching the internet.2) Visualization of the rover's traverse in a HiRISE image. This view is basically a map of the mission, and it allows scientists to easily gauge where the rover has been and where they would like it to go. The map also provides the ability to correct or adjust the known position of the rover through the technique of overlaying images acquired from the rover on top of the HiRISE image. A user can then correct the rover's position by collocating the visible features in the overlays with the same features in the underlying HiRISE image.3) Visualization of data products and the ability to view mosaics.",vehicle management space air ground,U.S. Government Purpose Release,NA,NA,"https://download.jpl.nasa.gov/ops/request/index.cfm, request software",2024-07-16
54405bf42841f54dacba721a,GSC-15013-1,GSFC,ODL-to-XML Converter,This command-line Java-based utility converts ODL Hierarchical Data Format-Earth Observing Satellite (HDFEOS) metadata file to an HDFEOS XML file. The tool utilizes an all-Java ODL library that includes a syntax and grammar parser. The software can be downloaded at: http://opensource.gsfc.nasa.gov/projects/ODL_XML/index.php,data and image processing,Open Source,http://opensource.gsfc.nasa.gov/projects/ODL_XML/index.php,NA,NA,2024-07-16
6480184235708c669800def2,NPO-51578-1,JPL,Machine Learning Test and Evaluation for Learning with Less Labels (LwLL),"The software automatically generates an environment to test, graph, and collect metrics about machine learning software. The purpose is to quantitatively assess a performer (institution) and their machine learning code to evaluate whether they are using orders of magnitude less data for machine learning while not sacrificing accuracy.",data and image processing,General Public Release,NA,https://github.com/jpl-lwll/lwll-api,NA,2024-07-16
62623fc171dfdb28a26d3462,LEW-20407-1,GRC,"Real-Time Background Oriented Schlieren Software Package Update, 2022","Background Oriented Schlieren (BOS) is an optical technique for measuring density gradients in flow fields, in quiescent air or even liquids. In traditional BOS, images of a speckled target are recorded using an electronic camera first at quiescent conditions (reference image) and then with the flow or density gradient causing phenomena initiated ('wind on' image). Small changes in the image of the speckled target caused by optical aberrations along the line-of-sight can be measured by cross-correlating the reference image with the 'wind on' image, yielding a map of the density gradients along the imaged path. The size of the speckles and their uniformity of illumination are critical to the success and sensitivity of the technique. BOS image data are recorded in real time using electronic CCD type cameras. However, processing and/or analysis of the traditional BOS image data is performed off-line after the test/experiment is completed.Advances in computer processing hardware enables the implementation of real-time processing and display of the BOS image data. Two different approaches to implementing the real-time BOS (RT-BOS) processing capability have been implemented. First, a traditional multicore Central Processing Unit (CPU) based approach using scheduled parallel threads is used to build a RT-BOS processing engine. In the second approach, a Graphical Processing Unit (GPU) approach is used to construct a RT-BOS processing engine. Generally, high-core count CPU processors can provide a useful processing rate for RT-BOS. However, the GPU based approach exceeds the processing capability of the CPU approach, at a fraction of the cost. The GPU approach places no restrictions on the host PC processing capability, except that it be capable of acquiring the BOS image data from the camera in real-time.",aeronautics,U.S. Release Only,NA,NA,NA,2024-07-16
5a97a0959600029677e9f579,SSC-00507,SSC,MEKONG RIVER TOTAL SUSPENDED SEDIMENT SOFTWARE APPLICATIONS (Mekong_TSS),"The Mekong River Total Suspended Sediment Software Application (TSS_Mekong) computes the total suspended sediment (TSS) concentrations of the Mekong River from data of the Operational Land Imager (OLI), flying on board of the LANDSAT-8. In this application, computation of TSS follows a two-step process which includes; 1) generating the remote sensing reflectance and/or surface reflectance products using SeaDAS, a NASA comprehensive image analysis package for the processing, display, analysis, and quality control of ocean color data, and 2) running the programgen_tss on the SeaDAS output files to generate the total suspended sediment (TSS) images. The TSS_Mekong was developed with in-situ measurements of the Mekong River waters, acquired by NASA, the Naval Research Laboratory (NRL) and Khon Kaen University of Thailand personnel during March 2016.",environmental science earth air space exoplanet,General Public Release,NA,NA,NA,2024-07-16
54405bfe2841f54dacba721e,GSC-15469-1,GSFC,Global Precipitation Space and Ground Radar Comparison Software,"Designed to support a prototype validation network for the Global Precipitation Measurement (GPM) spaceflight mission, this space and ground radar comparison software collects data from the Precipitation Radar instrument flying on the Tropical Rainfall Measuring Mission (TRMM) spacecraft. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/GPM/",environmental science earth air space exoplanet,Open Source,http://opensource.gsfc.nasa.gov/projects/GPM/,NA,NA,2024-07-16
5785dc1aab4c74940dbca8d9,MFS-33274-1,MSFC,Python Interface to Dual-Pol Radar Algorithms (DualPol),"This is an object-oriented Python module that facilitates precipitation retrievals (e.g., hydrometeor type, precipitation rate, precipitation mass, particle size distribution information) from polarimetric radar data. It leverages existing open source radar software packages to perform all-in-one retrievals that are then easily visualized or saved using existing software.",environmental science earth air space exoplanet,Open Source,NA,https://github.com/nasa/DualPol,NA,2024-07-16
59a4fe74960002ad1651d8d9,KSC-14109,KSC,"HLA2MPC 3.0, A software bridge between the IEEE 1516 (High Level Architecture) to the NASA MPC (Model Process Control) 3.0 telemetry language.","HLA2MPC provides the link between HLA (High Level Architecture, IEEE 1516) Simulation Federation data and any MPC 3 compliant simulation or visualization tool. One such tool is DON, the Distributed Observer Network, now in version 3.1. DON 3.1 is available in the Software catalog at https://software.nasa.gov/software/KSC-13775.",design and integration tools,Open Source,NA,https://github.com/nasa/DON-Federate-HLA2MPC,NA,2024-07-16
58241422ab4c74252e564c80,LAR-18934-1,LARC,Flight Optimization System (FLOPS) Software v.9,"The Flight Optimization System (FLOPS) is a multidisciplinary system of computer programs for conceptual and preliminary design and evaluation of advanced aircraft concepts. It consists of six primary modules: 1) weights, 2) aerodynamics, 3) propulsion data scaling and interpolation, 4) mission performance, 5) takeoff and landing, and 6) program control.",aeronautics,General Public Release,NA,NA,NA,2024-07-16
557fb56795dd5eb36109203e,MFS-33237-1,MSFC,Python Turbulence Detection Algorithm (PyTDA),"PyTDA, an MSFC-based implementation of the National Center for Atmospheric Research (NCAR) Turbulence Detection Algorithm (NTDA), can be used for convective-scale analysis, situational awareness, and forensic meteorology. The software provides Python functions that will estimate turbulence from Doppler radar data. It is written in the Python programming language.",environmental science earth air space exoplanet,Open Source,NA,https://github.com/tjlang/PyTDA,NA,2024-07-16
6406dc4eb2c1b34420072bd2,LEW-20529-1,GRC,GRC Lunar Site Analysis Software,"This set of analysis functions can be used to assess lunar landing site solar illumination and communication availability using lunar terrain masks obtained from the terrain data, obtained from measurements of the Lunar Orbiter Laser Altimeter (LOLA) instrument aboard the Lunar Reconnaissance Orbiter (LRO) spacecraft, to model terrain-based blockage.",operations,U.S. Release Only,NA,NA,NA,2024-07-16
64cc8f403940ac4dc0020b32,NPO-52667-1,JPL,Poke: Integrating Ray and Diffraction Models,"Poke is a package to interface with industry-standard raytracing engines to do physical optics calculations based on ray data. The development was inspired by the need to add more propagation physics modules for Coronagraphs to expand the design space, but Poke has been used to characterize existing observatories as well.",data and image processing,General Public Release,NA,https://github.com/Jashcraf/poke,NA,2024-07-16
667a58421599532f08026d82,NPO-53016-1,JPL,rasters,"This Python software package provides a comprehensive solution for handling gridded and swath raster data. It offers an object-oriented interface for ease of use, treating rasters, raster geometries, and vector geometries as objects. This allows for seamless map visualization in Jupyter notebooks and efficient resampling between swath and grid geometries.",data and image processing,General Public Release,NA,https://github.com/python-rasters/rasters,NA,2024-07-16
544057c22841f54dacba7037,ARC-16457-1A,ARC,"Visual Environment for Remote Virtual Exploration (VERVE), Version 2","VERVE is a 3D visualization system that provides situational awareness, science analysis tools, and data understanding capabilities for robotics researchers and exploration science operations. The technology is highly modular and extensible and includes a 3D scene-graph database, an interactive 3D viewer, and associated graphical user interfaces to OSGI plugin-based applications.",data and image processing,Open Source,http://sourceforge.net/projects/irg-verve,NA,NA,2024-07-16
5e3bb4fe40205c1e974c6be3,LAR-19472-1,LARC,SDCI (Scaled Drought Condition Index),"This innovation processes Normalized Difference Vegetation Index, land surface temperature, and precipitation data. It then scales each component based on regional maxima and minima. Each scaled value is then inserted into the Scaled Drought Condition Index equation in order to produce a monthly drought index value for each pixel in the study area.",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/SDCI,NA,2024-07-16
57d24906ab4c746f27d9de7b,SSC-00281,SSC,Rocket Plume Spectroscopy Simulation for Hydrocarbon-Fueled Rocket Engines,Enhancements and modifications to a code developed for plume spectral data analysis in 1994 have made the original computer program applicable to the Space Shuttle Maine Engine and the Diagnostic Test-bed Facility Thruster (DTFT). The new code can now handle the non-uniform wavelength intervals at which spectral computations are made.,data and image processing,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
59a8f2f6960002f622c85856,LAR-18583-1,LARC,DEVELOP National Program Python Package (dnppy),The DEVELOP National Program Python Package creates a python programming environment for simple processing of large NASA data sets to prepare them for further analysis in an ESRI ArcMap environment. It includes an instructional framework to guide users who are new to performing GIS tasks in a heavily code based python environment. ,data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/dnppy,NA,2024-07-16
55b865d095dd5e044009cc00,KSC-13923,KSC,Web Application: Ground Hardware Management Tool ,"The Ground Systems Development and Operations (GSDO) Program requires a web-based application to effectively manage and coordinate the various components of ground support equipment (GSE) used at Kennedy Space Center (KSC) throughout the spacecraft and launch vehicle processing and integration flow, as well as for launch pad operations. A considerable amount of GSE is designed by the Launch Vehicle and Spacecraft developers for KSC use during the ground processing flow. Additionally, KSC develops GSE for use during processing, launch preparation, and launch activities. All GSE used at KSC during the processing flow is tracked and identified during ground operations planning activities. The Ground Operations Planning Database (GOPDb) provides the application to coordinate the various aspects of the ground planning phase. Additional rigor and visibility into the GSE component of ground operations planning is critical to a seamless and cost effective planning and design phase. An integrated GSE tracking solution must be developed to provide visibility, accountability, and configuration control of GSE data to all stakeholders while ensuring that the source data remains appropriately controlled and protected. This integrated GSE tracking and management tool the Ground Hardware Management Tool (GHMT) Application - for tracking and managing GSE data used in support of KSC\GSDO operations planning and launch campaigns. The GHMT will be fully integrated with the GOPDb to provide a complete ground operations planning solution.",operations,U.S. Release Only,NA,NA,NA,2024-07-16
57c7bd02ab4c743a7bffbcbc,LEW-19463-1,GRC,SCaN Optical Link Assessment Tool Version 3,"A calculation procedure has been designed and implemented in software that enables the specification and design of a space-based optical communications system. The resulting optical link budget essentially accounts for the communication power flow through the entire optical communications channel from the transmitter to the receiver and yields design specifications for the optical system necessary to assure reliable data transmission with desired operational metrics such as data rate, link margin, etc. The link assessment tool takes into account all the sources of deleterious noise that enters into the communications process such as electronically generated noise in the optical detector and stray optical irradiance from external sources. The link budget has the capability of being interfaced with the orbital element calculations of the Satellite Tool Kit (STK) to allow the dynamic description and evolution of optical link operation from any space-borne satellite within the solar system to and from the earth. The current version implements PPM and DPSK modulation types that can use PIN, APD, or nanowire optical detectors in the presence of atmospheric turbulence. Coded and un-coded link power margins are provided. This version of the tool also has the ability 1) to solve for prevailing potential data rates given a desired optical power link margin and 2) treat the spatial separations of optical link transmitter and receiver within thefirst Fresnel zone.",design and integration tools,U.S. Release Only,NA,NA,NA,2024-07-16
5ea3cd3d40205c6925009de2,GSC-16669-1,GSFC, Global Precipitation Measurement (GPM) Spacecraft Flight Software (FSW) Version 4.7.2,"The Global Precipitation Measurement (GPM) spacecraft (S/C) flight software (FSW) controls and coordinates all aspects of the spacecraft's operation in nominal and anomolous conditions. It distributes commands to, and collects data from, all spacecraft subsystems and the science instruments. The FSW controls high gain antenna pointing to TDRSS satellites and manages communications with the ground controllers in real time to receive commands (during SSA contacts) and send housekeeping telemetry data during SSA and MA contacts. It sends science data using the Class-2 CCSDS File Delivery Protocol (CFDP). The GPM FSW monitors the health of most orbiter subsystems and takes corrective actions when necessary. The GPM FSW controls the pointing of the spacecraft/instruments to the earth's surface, the orientation of the solar arrays to collect power, and the pointing of the high gain antenna to communicate with TDRSS. The GPM FSW uses the propulsion system to perform orbit station keeping and re-entry upon mission completion. The GPM FSW also implements a safehold controller and can perform ""yaw maneuvers"" to re-orient the spacecraft velocity vector by 180 degrees.The GPM FSW uses Goddard's Operating System Abstration Layer (OSAL) and the Core Flight Executive (cFE) software. Ten Core Flight System (CFS) applications were co-developed by GPM and Code 582 and are now available in the Code 582 library for future mission use.",operations,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
591a8eb5960002b850b18d17,GSC-17610-1,GSFC,Common Metadata Repository,"The Common Metadata Repository (CMR) is a spatial and temporal metadata registry that enables the science community to more easily discover, use, and exchange NASA's data and services. The CMR's main objective is to enable broader use of NASA's Earth observing systems' (EOSDIS) data. It allows users to more efficiently and reliably search and access data and services and increases the potential for interoperability with new tools and services. The CMR stores metadata from a variety of science disciplines and domains, including Climate Variability and Change, Carbon Cycle and Ecosystems, Earth Surface and Interior, Atmospheric Composition, Weather, and Water and Energy Cycle. To ensure the quality of the metadata, the CMR system contains a tool called the Metadata Management Tool (MMT) which enables metadata providers to develop standards-compliant, high-quality metadata and have that metadata scored against quality standards as well as providing a means to manage access to that metadata. CMR is designed to:- Serve as a middleware replacement for the EOS Clearing House (ECHO) and Global Change Master Directory (GCMD)s backend. - Handle metadata at the Concept level including: Collections, Granules, Visualizations, Parameters, Documentation, Services, and more.manage hundreds of millions of metadata records; making them available through high performance, standards compliant, temporal, spatial, and faceted search.- Incorporate both human and machine metadata assessment features that work to ensure the highest quality metadata possible.",environmental science earth air space exoplanet,Open Source,https://earthdata.nasa.gov/about/science-system-description/eosdis-components/common-metadata-repository,NA,NA,2024-07-16
6152aabc7e7cc5746f4b4c52,LEW-19897-1,GRC,A High-Speed Software Implementation of Delay-Tolerant Networking,"Delay Tolerant Networking (or DTN) has been identified as a key technology to facilitate the development and growth of future space networks.Existing DTN implementations have emphasized operation in constrained environments with relatively limited resources and low data speeds. As various technologies have advanced, however, both the rate and efficiency with which data can be effectively transferred have grown incredibly quickly. This has left existing craft unable to utilize more than a small fraction of available capacity. Further, to date, most known implementations of DTN have been designed to operate on the spacecraft themselves.The innovation, in this case, is a software prototype called High-speed DTN (or HDTN). HDTN takes advantage of modern hardware platforms to offer substantial improvement on latency and throughput with respect to DTN implementations that exist today. Specifically, our implementation maintains compatibility with existing implementations of DTN that conform to IETF RFC 5050, while simultaneously defining a new data format that is better suited to higher-rate operation in many cases. It defines and adopts a massively parallel, pipelined, and message-oriented architecture, which allows the system to scale gracefully as the resources available to the system increase. HDTN's architecture additionally supports hooks for replacing various elements of the processing pipeline with specialized hardware accelerators, which can be used to offer improved Size, Weight, and Power (SWaP) characteristics at the cost of increased development complexity and cost.",operations,Open Source,NA,https://github.com/nasa/HDTN,NA,2024-07-16
665179c37b2ab9488c0d7322,KSC-14485,KSC,Calysto: Risk Management,"The Calysto: Risk Management software application is used by organizations and programs across the NASA Agency. The application was written as a SharePoint Add-in in JavaScript, HTML, CSS, and CAML. It is written in a way where it can be deployed to a SharePoint on-premises environment or SharePoint Online. The application can be easily updated without user impact by using the SharePoint App Store. Calysto is available to any SharePoint site with the KSC Institutional SharePoint farm. The application is developed on top of Microsoft SharePoint as a SharePoint add-in that uses a SQL database to store content. It allows users to input risk data to their project or organization and ranks the risks by highest product of likelihood times highest consequence, as defined by Likelihood and Consequence criteria. Risks can be configured to require approval for them to be visible to general users, and to roll up to a parent organization. Other features include: keep the history of a risk; automatic or manual trending to track the progress of a risk; export of risk data to Microsoft PowerPoint and Excel; tracking of risk mitigation tasks; automatic risk ID calculation based on where in the organizational hierarchy the risk resides, with the ability to manually override it; multiple views and reports of the risk data.",business systems and project management,U.S. Release Only,NA,NA,NA,2024-07-16
5d5b87d940205c3c290eeb13,ARC-17994-1A,ARC,Astrobee Control Station,"The Astrobee Control Station is an extension of the Visual Environment for Remote Virtual Exploration (VERVE) that has been customized to operate the Astrobee robot on the International Space Station (ISS). The Astrobee robot has two purposes: it is a remotely-operated mobile camera and survey instrument for ground controllers, and it is an extensible zero gravity research platform for guest scientists. Ground controllers use the Astrobee Control Station to fly Astrobee, control its instruments, watch live video from its cameras, monitor its position and other telemetry, and download and delete collected data. Guest Scientists use the Astrobee Control Station to start and stop their experiments onboard Astrobee, and to monitor custom data and telemetry from their experiments. Though some Astrobee functions will require other tools, the Astrobee Control Station is the primary way that most users will interact with Astrobee.",operations,Open Source,NA,https://github.com/nasa/astrobee_gds,NA,2024-07-16
5f8a83c340205c08dd028946,ARC-17994-1B,ARC,Astrobee Control Station Binary,"The Astrobee Control Station is an extension of the Visual Environment for Remote Virtual Exploration (VERVE) that has been customized to operate the Astrobee robot on the International Space Station (ISS). The Astrobee robot has two purposes: it is a remotely-operated mobile camera and survey instrument for ground controllers, and it is an extensible zero gravity research platform for guest scientists. Ground controllers use the Astrobee Control Station to fly Astrobee, control its instruments, watch live video from its cameras, monitor its position and other telemetry, and download and delete collected data. Guest Scientists use the Astrobee Control Station to start and stop their experiments onboard Astrobee, and to monitor custom data and telemetry from their experiments. Though some Astrobee functions will require other tools, the Astrobee Control Station is the primary way that most users will interact with Astrobee.",operations,U.S. and Foreign Release,NA,NA,Users should see https://github.com/nasa/astrobee_gds/blob/master/docs/USAGE.md for instructions.,2024-07-16
56f37c74ab4c7479581222de,MSC-24723-1,JSC,NASA Aircraft Management Information System (NAMIS),"The NASA Aircraft Management Information System (NAMIS) is an enterprise resource planning/mission support software suite designed from the ground up to meet both the mission support requirements and the business management requirements of JSC's Aircraft Operations Division (AOD). The system features tools and processes that: 1) eliminate the risk of conducting flight operations in aircraft with overdue inspections, in aircraft with grounding discrepancies, and in aircraft not properly configured for the mission; 2) provide continuous and positive control of all assets including materials, parts, and equipment that exceed a customer-defined value; and 3) reduce material costs and labor hours. NAMIS includes the data, information, and metrics required to support flight operations management and business decisions, as well as the data required by other systems and external components to support consistent and accurate financial reporting and asset accounting.",business systems and project management,U.S. Government Purpose Release,NA,NA,Secure email from Repository for software download,2024-07-16
5940cc8a960002f6779eee7d,ARC-17979-1,ARC,KeplerPORTs (Kepler Planet Occurrence Rate Tools),KeplerPORTS (Kepler Planet Occurrence Rate Tools ) is a software tool that illustrates the use of Kepler's planet occurrence rate data products by generating contour plots for s elected s ample files .NASA acknowledges the SETI Institutes primary role in authoring and producing the KeplerPORTs (Kepler Planet Occurrence Rate Tools) under Cooperative Agreement Number NNX13AD01A.,data and image processing,Open Source,NA,https://github.com/nasa/KeplerPORTs,NA,2024-07-16
5c9c5e5a472519418a4e8be1,GSC-16846-1,GSFC,Hazards Analysis Management Tool (HAMT),"HAMT uses a single software tool to increase the efficiency and effectiveness of hazard analyses. Composed of a Microsoft Access front-end (that contains the user interface) paired with a Microsoft Access back-end (that stores analysis data), the software can be used to enter, edit, and report information throughout the hazard analysis lifecycle.",autonomous systems,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
54405c5b2841f54dacba724b,NPO-42082-1,JPL,PixelLearn,"PixelLearn is a tool for classifying the pixels in scientific image data sets. Based on one or more images on the same grid, the tool uses cutting-edge clustering algorithms to automatically find structures in the image, or to label individual classes and use supervised classification methods to extend the labels to the rest of the image.",data and image processing,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
582565aaab4c74af2e478871,NPO-49145-1,JPL,EarthKit,"EarthKit provides a framework for collaboration among researchers in Earth science. It provides a set of software tools for sharing any user's research environment via the web and managing workflows that run in the cloud. By leveraging cloud computing services in this novel way, EarthKit can instantly replicate a reesarch computing environment (software, data, operating system environment and hardware).",environmental science earth air space exoplanet,Open Source,NA,https://github.com/OpsLabJPL/earthkit-cli and https://github.com/OpsLabJPL/earthkit-workshop,"https://download.jpl.nasa.gov/ops/request/index.cfm, request software",2024-07-16
57e60f8bab4c74640605aa7e,LAR-18734-1,LARC,Low Fidelity Space Systems Analysis Tools-ISRU Demo Plant Sizing Tool,"The Agile ISRU Demo Plant Sizing Tool will provide a rough parametric estimate of ISRU plant mass and power requirements based on fitting data to a heritage curve. NEO, Phobos, Lunar Surface, and Martian Surface are included at a notional level within this system that allows architecture designers to roughly scale ISRU plants before talking to specialists.",design and integration tools,U.S. Release Only,NA,NA,NA,2024-07-16
58a698b09600024311ca8418,ARC-15150-1A,ARC,NASA Task Load Index (TLX) iOS,"The NASA Task Load Index (TLX) provides multi-dimensional ratings of overall workload based on a weighted average of six subscales: mental demands, physical demands, temporal demands, performance, effort, and frustration.NASA TLX iOS is a full computational version of its predecessor Windows NT, and pencil and paper version. Data collection may be performed through an iPhone, or an iPad.",crew and life support,General Public Release,https://itunes.apple.com/us/app/nasa-tlx/id1168110608,NA,Please do not request the app go to the download link https://itunes.apple.com/us/app/nasa-tlx/id1168110608,2024-07-16
582565a6ab4c74af2e478869,NPO-49044-1,JPL,The OCO-2 Level 2 Retrieval Algorithm,"The primary purpose of the Level 2 retrieval software is to derive estimates of the column averaged atmospheric CO2 dry air mole fraction, XCO2, and other Level 2 data products from the spectra returned by the OCO-2 mission. Where XCO2 is defined as the ratio of the column abundances of CO2 and the column abundance of dry air.",data and image processing,Open Source,NA,https://github.com/NASA/RtRetrievalFramework,"https://download.jpl.nasa.gov/ops/request/index.cfm, request software",2024-07-16
54405df22841f54dacba730d,LAR-17753-1,LARC,"Rotorcraft Noise Model (RNM), Version 7","The RNM simulation model calculates community noise, computing time histories of noise for arbitrary vehicle flight operations. The technology accommodates multiple noise sources (e.g., rotors and engines), each represented by a sphere of spectral data at a reference distance. Propagation to the ground accounts for spherical spreading, atmospheric absorption, ground impedance effects, and limited weather effects.",system testing,General Public Release,NA,NA,NOTE: RNM is legacy code and does not come with any technical support,2024-07-16
556fe36195dd5e182eca3fbf,LAR-17635-1,LARC,"Java Program to Promote an Open-Source ""E Standard"" for Mass Properties Engineering","This open-source Java software helps develop electronic standards (E-Standards) for mass properties engineering. An E-Standard is a highly descriptive dataset that includes standardizing functions for data manipulation, interrogation, and formatting. With this tool, any number of users can interface with the proposed E-Standard datasets and still seamlessly utilize their own software methods.",data and image processing,Open Source,http://ti.arc.nasa.gov/opensource/projects/e-standards-mass-properties-engineering/,NA,NA,2024-07-16
568e06c895dd5e950876545b,KSC-13775,KSC,DON 3.1 - The Distributed Observer Network 3.1,"Distributed Observer Network 3 (DON3) is the innovation combination of NASA simulation technologies, NASA information technologies and commercial video game technology to provide a unique system that leverages the strengths of all three. A key component of the innovation is a standardized data interface for simulation related information that is coupled with custom software integrated into the game environment. ",data and image processing,U.S. and Foreign Release,NA,NA,NA,2024-07-16
625f9ccd8b162e0b2d417ab4,NPO-51295-1,JPL,VegMapper,"VegMapper is an open-source package build in the R language, that employ Bayesian algorithms to generate the presence probability for a user-defined class. It automates and streamlines all GIS operations to integrate remote sensing imagery with in-situ data. The package is flexible and can accept a variable number of predictor variables and in-situ points.",data and image processing,Open Source,NA,https://github.com/NaiaraSPinto/VegMapper,NA,2024-07-16
626ccbc1599f8f5bb25fdd72,NPO-51981-1,JPL,VISTA - Visualization for Telemetry Analysis,"VISTA is a modern web-based application for telemetry visualization and inspection. VISTA supports real-time and historical telemetry access for both on-site and remote users via a simple web GUI. It allows exploration and comparison of telemetry data from multiple sources, and allows teams to create, persist, and share informational displays for use among geographically distributed teams.",data and image processing,General Public Release,NA,https://github.com/NASA-AMMOS/openmct-mcws,NA,2024-07-16
54405e4d2841f54dacba7339,MFS-32397-1,MSFC,Sun Format Database (SunAcc) File Read/Write Library,"The Sun Format Database (SunAcc) was developed to fulfill a need for local native storage of Space Shuttle Main Engine (SSME) test data. While the file format itself is native to the Sun UNIX platform, the read/write library was developed to be a cross-platform tool and is compatible with a variety of UNIX and Windows platforms.",data and image processing,U.S. Release Only,NA,NA,NA,2024-07-16
5a0fd608960002a5487af668,SSC-00321,SSC,Phenological Parameters Estimation Tool (PPET),"The Phenological Parameters Estimation Tool (PPET) is a set of algorithms implemented in MATLAB that estimates key vegetative phenological parameters. For a given year, the PPET software package takes in temporally processed vegetation index data (3-D spatio-temporal arrays) generated by the Time Series Product Tool (TSPT) and outputs spatial grids (2-D arrays) of vegetation phenological parameters. As a precursor to PPET, the TSPT uses quality information for each pixel of each date to remove bad or suspect data, and then interpolates and digitally filters the time series to produce a continuous, smoothed vegetation index product in which data voids are eliminated. Both the TSPT and PPET use Moderate Resolution Imaging Spectroradiometer (MODIS) satellite multi-spectral data as a default, but each software package is easily modifiable and could be used with any high-temporal-rate remote sensing system that is capable of producing vegetation indices.Unlike other known plant phenological parameter estimation software, the PPET produces not only common phenological parameters but also real-time and custom parameters without a priori assumptions about the shape of the phenological cycle. Common phenological parameters, like those produced in PPET, are associated with the annual vegetation growth cycle. They quantitatively describe vegetative states related to annual cyclical growing seasons, such as green-up, maturity, senescence, and dormancy, by analyzing the temporal shape of given vegetation index time series. The real-time phenological and custom parameters are formed from a cumulative sum (integral) produced at a fixed temporal interval. In addition, a cumulative vegetation index and time-specific/pest-specific phenological parameters can be designed to optimize the detection of vegetation damage from specific pests and diseases. These problem-specific phenological parameters have the potential to be integrated into near real-time, predictive surveillance systems (i.e. early warning systems) and, with improved vegetative state information, could assist decision makers in making intelligent vegetation and associated land resource management choices.MATLAB, MATLAB Runtime Library and ERDAS IMAGINE are required to run the software.",environmental science earth air space exoplanet,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
5451cd7d5904da4e4dd7bad2,LEW-19225-1,GRC,SCaN Optical Link Budget Tool,"A calculational procedure has been designed and implemented in software that enables the specification and design of a space-based optical communications system. The resulting optical link budget essentially accounts for the communication power flow through the entire optical communications channel from the transmitter to the receiver and yields design specifications for the optical system necessary to assure reliable data transmission with desired operational metrics such as data rate, link margin, etc. The link budget takes into account all the sources of deleterious noise that enters into the communications process such as electronically generated noise in the optical detector and stray optical irradiance from external sources. The link budget has the capability of being interfaced with the orbital element calculations of the Satellite Tool Kit (STK) to allow the dynamic description and evolution of optical link operation from any space-borne satellite within the solar system to and from the earth.",design and integration tools,U.S. Release Only,NA,NA,NA,2024-07-16
625f9cd98e2d4b36267dfe5a,NPO-51110-1,JPL,Cloud Vertical Structure Reconstruction using Generative Adversarial Networks,"We demonstrate the feasibility of solving atmospheric remote sensing problems with machine learning using conditional generative adversarial networks (CGANs), implemented using convolutional neural networks (CNNs). We apply the CGAN to generating two-dimensional cloud vertical structures observed the by CloudSat satellite-based radar, using only the collocated Moderate-Resolution Imaging Spectrometer (MODIS) measurements as input. The CGAN is usually able to generate accurate guesses of the cloud structure, and can infer complex structures such as multilayer clouds from the MODIS data. This network, which is formulated probabilistically, also estimates the uncertainty of its own predictions. Furthermore, we examine the statistics of the generated data, and analyze the response of the network to each input parameter. The success of the CGAN in solving this problem suggests that generative adversarial networks are applicable to a wide range of problems in atmospheric science, a field characterized by complex spatial structures and observational uncertainties.",data and image processing,Open Source,NA,https://github.com/jleinonen/cloudsat-gan,NA,2024-07-16
626785bd0449376c630e3712,NPO-51511-1,JPL,Simulation-based uncertainty quantification for atmospheric sounding,"Complex retrieval algorithms for converting satellite-observed spectral radiances into estimates of geophysical quantities are common and important parts of the remote sensing data processing pipeline. The scientific utility of retrieval data products is bolstered by a thorough understanding of the retrieval system's operating characteristics. Each retrieval strategy presents unique challenges and requirements, but a common approach involves a physical and/or statistical model with a computational inverse method. Variability in atmospheric and surface processes, as well as in the satellite measurements themselves, contribute to the statistical properties of retrieval algorithms. Specific algorithm implementation choices can also impact the algorithm's accuracy and precision. This probabilistic and computational pipeline can be studied in depth with Monte Carlo simulation experiments of the satellite observing system using ensembles of realistic true states. This work develops methodology, software, and practices that facilitate design and post-processing of these simulation experiments.",data and image processing,Open Source,NA,https://github.com/L2UQ,NA,2024-07-16
